project_id,constituency_id,district,state,mp_name,work_category,sanctioned_amount,released_amount,expenditure_amount,sanction_date,completion_date,status,implementing_agency,contractor_name,contractor_reg_no,contractor_address,contractor_pan,latitude,longitude,completion_certificate,geo_photo_uploaded,financial_year
K-DHA-2024-0430,KA-03,Dharwad,Karnataka,MP Yahvi Banerjee,drainage,1418636,1253602,1175794,2024-01-28,,ongoing,Municipal Corporation Engineering Cell,Datta-Contractor Builders,REG-455,"259, Andra Circle, Dharwad, PIN - 445039",APXZF5917H,15.387262,74.976624,False,False,2024-25
A-SIL-2023-0431,AS-03,Silchar,Assam,MP Sneha Goda,water,524420,513858,502687,2023-01-11,2023-05-04,completed,Water Supply & Sanitation Board,Chaudhary-Bajaj Builders,REG-195,"69, Som Chowk, Silchar, PIN - 418528",NEGKO2474A,24.841827,92.851296,True,True,2023-24
T-WAR-2024-0432,TS-02,Warangal,Telangana,MP Lavanya Rai,solar,695786,616281,610593,2024-03-13,2024-02-20,completed,Municipal Corporation Engineering Cell,Apex Civil Enterprises,REG-MH-109,"H.No. 271
Deshmukh Marg, Warangal, PIN - 411001",APXCE7711Z,17.902586,79.554089,True,True,2024-25
B-BHA-2024-0433,BR-04,Bhagalpur,Bihar,MP Oeshi Lalla,community_hall,2406317,2156142,2083000,2024-11-26,2025-07-24,completed,District Rural Development Agency (DRDA),Sahota and Sons Builders,REG-802,"H.No. 11
Batta Road, Bhagalpur, PIN - 495178",CMKYA3498D,25.233509,86.906963,True,True,2024-25
UP-KAN-2023-0434,UP-04,Kanpur Nagar,Uttar Pradesh,MP Dakshesh Parikh,solar,482049,441588,408822,2023-05-20,2023-06-19,completed,Water Supply & Sanitation Board,"Dyal, Pathak and Kurian Builders",REG-164,"H.No. 657, Lata Path, Kanpur Nagar, PIN - 589911",DJIQV6941E,26.508949,80.272256,True,True,2023-24
M-THA-2024-0435,MH-04,Thane,Maharashtra,MP Ekani Luthra,community_hall,4420000,4420000,4331600,2024-10-11,2025-07-24,completed,Zila Parishad Engineering Division,M/s Maa Durga Infrastructure,REG-BR-442,"14, Naidu Zila, Thane, PIN - 800001",MDUIN9988K,19.140879,73.033289,True,True,2024-25
R-UDA-2023-0436,RJ-04,Udaipur,Rajasthan,MP Avi Sawhney,road,1604832,1604832,1604832,2023-09-15,2024-03-22,completed,Public Works Department (PWD),Surya Dev Projects Ltd,REG-MP-883,"05, Bhatnagar Marg, Udaipur, PIN - 462001",SDPL4433Q,24.608102,73.772637,False,False,2023-24
T-NIZ-2024-0437,TS-03,Nizamabad,Telangana,MP Om Pillay,water,1138574,1138574,1138574,2024-07-21,2024-09-28,completed,Municipal Corporation Engineering Cell,Surya Dev Projects Ltd,REG-MP-883,"70/03, Kant Ganj, Nizamabad, PIN - 462001",SDPL4433Q,18.63904,78.03811,False,False,2024-25
M-SOL-2024-0438,MH-06,Solapur,Maharashtra,MP Umang Zacharia,sanitation,333100,312188,291710,2024-09-23,2024-11-28,completed,Water Supply & Sanitation Board,"Ratta, Patla and Buch Builders",REG-782,"366, Sengupta Chowk, Solapur, PIN - 756467",BADQB1240U,17.712816,75.831616,True,True,2024-25
B-PAT-2024-0439,BR-01,Patna,Bihar,MP Jacob Kalita,solar,812565,787969,757009,2024-09-24,,stalled,Municipal Corporation Engineering Cell,"Joshi, Pillay and Natarajan Builders",REG-681,"17/225
Sarin Path, Patna, PIN - 700984",YZEGI7357L,25.584663,85.100669,False,False,2024-25
WB-KOL-2023-0440,WB-01,Kolkata,West Bengal,MP Henry Sagar,water,970314,884430,803035,2023-12-08,,stalled,Rural Engineering Services (RES),"Chakrabarti, Borra and Tata Builders",REG-912,"858
Dhingra Path, Kolkata, PIN - 256583",RGZAK4724Z,22.504831,88.341868,False,False,2023-24
M-PUN-2023-0441,MH-01,Pune,Maharashtra,MP Widisha Sha,solar,558473,496505,461098,2023-07-22,2023-10-05,completed,Public Works Department (PWD),"Krishna, Mittal and Das Builders",REG-187,"854, Chawla Path, Pune, PIN - 370247",YMVKB6015J,18.453441,73.844064,True,True,2023-24
UP-BAR-2023-0442,UP-03,Barabanki,Uttar Pradesh,MP Udant Choudhry,building,2244796,2244796,2244796,2023-07-09,2024-05-08,completed,District Rural Development Agency (DRDA),Surya Dev Projects Ltd,REG-MP-883,"272
Agarwal Path, Barabanki, PIN - 462001",SDPL4433Q,26.851029,81.13101,False,False,2023-24
MP-BHO-2024-0443,MP-01,Bhopal,Madhya Pradesh,MP Omkaar Mukhopadhyay,drainage,989262,884408,825754,2024-03-13,2024-08-02,completed,Water Supply & Sanitation Board,Chaudhary-Bajaj Builders,REG-195,"H.No. 00, Dhillon Road, Bhopal, PIN - 418528",NEGKO2474A,23.338961,77.339838,True,True,2024-25
MP-GWA-2024-0444,MP-04,Gwalior,Madhya Pradesh,MP Udant Balan,water,480948,451337,443217,2024-12-05,,stalled,Municipal Corporation Engineering Cell,Bhargava-Rama Builders,REG-524,"H.No. 270, Kohli Street, Gwalior, PIN - 537398",CHHIO1267C,26.162661,78.104045,False,False,2024-25
K-BEN-2023-0445,KA-01,Bengaluru Urban,Karnataka,MP Max Verma,water,1440000,1440000,1411200,2023-04-10,,stalled,Public Works Department (PWD),National Infra Conclave,REG-DL-990,"732
Pillai Ganj, Bengaluru Urban, PIN - 110001",NATIN3322R,12.937241,77.576051,False,False,2023-24
O-CUT-2024-0446,OD-02,Cuttack,Odisha,MP Ubika Naik,building,2997007,2592171,2406776,2024-09-09,2025-05-30,completed,Public Works Department (PWD),"Sampath, Aurora and Nagy Builders",REG-889,"H.No. 74, Barad, Cuttack, PIN - 714788",ERSPV5800U,20.426316,85.873027,True,True,2024-25
G-SUR-2023-0447,GJ-02,Surat,Gujarat,MP Aarna Mammen,water,1440000,1440000,1411200,2023-02-07,2023-05-04,completed,Rural Engineering Services (RES),M/s Maa Durga Infrastructure,REG-BR-442,"H.No. 85
Bawa Path, Surat, PIN - 800001",MDUIN9988K,21.176267,72.782321,True,True,2023-24
B-DAR-2024-0448,BR-05,Darbhanga,Bihar,MP Libni Grewal,solar,562971,503431,458606,2024-12-15,2025-01-17,completed,District Rural Development Agency (DRDA),Vala-Bobal Builders,REG-373,"H.No. 015, Choudhury Chowk, Darbhanga, PIN - 649403",UVUON5192S,26.216421,85.890721,True,True,2024-25
UP-GOR-2023-0449,UP-07,Gorakhpur,Uttar Pradesh,MP Gautam Badal,community_hall,3131509,2791477,2688366,2023-12-03,,stalled,District Rural Development Agency (DRDA),"Sibal, Kaur and Bhalla Builders",REG-125,"579
Gokhale, Gorakhpur, PIN - 158458",RHRQC9238E,26.79369,83.34357,False,False,2023-24
G-SUR-2023-0450,GJ-02,Surat,Gujarat,MP Urvi Sundaram,sanitation,452716,410355,408022,2023-11-21,2024-02-05,completed,Public Works Department (PWD),"Joshi, Dutt and Narain Builders",REG-400,"H.No. 00, Sekhon Circle, Surat, PIN - 446814",MMYNU7068R,21.165418,72.828621,True,True,2023-24
O-CUT-2023-0451,OD-02,Cuttack,Odisha,MP Nisha Sen,community_hall,2814348,2480234,2276387,2023-01-14,,ongoing,Public Works Department (PWD),"Kala, Sarraf and Gola Builders",REG-447,"01
Anne Chowk, Cuttack, PIN - 305892",EJUWI1387M,20.480641,85.903764,False,False,2023-24
B-PAT-2024-0452,BR-01,Patna,Bihar,MP Chandran Ghose,water,603183,561872,522283,2024-08-26,2024-11-26,completed,Zila Parishad Engineering Division,Sarna-Randhawa Builders,REG-841,"78
Samra Ganj, Patna, PIN - 728226",HFSIT9617I,25.668167,85.201091,True,True,2024-25
R-JOD-2023-0453,RJ-02,Jodhpur,Rajasthan,MP Andrew Bakshi,community_hall,2687664,2640161,2597950,2023-06-23,,ongoing,Zila Parishad Engineering Division,"Bajaj, Balan and Sen Builders",REG-611,"H.No. 001, Srivastava, Jodhpur, PIN - 255939",ASYFU8087V,26.268856,72.948934,False,False,2023-24
B-MUZ-2024-0454,BR-03,Muzaffarpur,Bihar,MP Januja Dave,community_hall,1911518,1699540,1538871,2024-07-13,,ongoing,Zila Parishad Engineering Division,Dalal-Chandran Builders,REG-693,"H.No. 220
Chopra Chowk, Muzaffarpur, PIN - 580711",DFPTR1747Y,26.095275,85.415664,False,False,2024-25
UP-MEE-2024-0455,UP-09,Meerut,Uttar Pradesh,MP Bimala Walla,solar,509125,509125,509125,2024-03-20,2024-04-19,completed,Water Supply & Sanitation Board,M/s Maa Durga Infrastructure,REG-BR-442,"H.No. 982, Singh Nagar, Meerut, PIN - 800001",MDUIN9988K,29.027195,77.714863,False,False,2024-25
R-BIK-2023-0456,RJ-05,Bikaner,Rajasthan,MP Zarna Narula,solar,1080000,1080000,1058400,2023-03-27,2023-04-28,completed,Public Works Department (PWD),Shree Ram Construction,REG-UP-001,"H.No. 32
Dayal Marg, Bikaner, PIN - 225001",ABCDE1234F,28.009043,73.320372,True,True,2023-24
T-HYD-2023-0457,TS-01,Hyderabad,Telangana,MP Odika Korpal,solar,557385,497445,448906,2023-09-13,2023-12-14,completed,Rural Engineering Services (RES),"Madan, Chowdhury and Dixit Builders",REG-553,"77/64, Doctor, Hyderabad, PIN - 687057",KIWGE4422C,17.348593,78.426483,True,True,2023-24
UP-PRA-2024-0458,UP-06,Prayagraj,Uttar Pradesh,MP Zaid Chadha,solar,412822,407804,370920,2024-01-01,,stalled,Zila Parishad Engineering Division,Prabhakar-Munshi Builders,REG-863,"33, Reddy Circle, Prayagraj, PIN - 472659",GVKXI7197Q,25.386885,81.863211,False,False,2024-25
UP-AGR-2024-0459,UP-08,Agra,Uttar Pradesh,MP Joshua Bala,water,860752,784101,727532,2024-07-10,2024-10-18,completed,Rural Engineering Services (RES),"Balakrishnan, Dhar and Chaudhry Builders",REG-458,"H.No. 88
Gade Chowk, Agra, PIN - 379125",EXCSQ8422C,27.177755,77.989285,True,True,2024-25
TN-TIR-2024-0460,TN-04,Tiruchirappalli,Tamil Nadu,MP Om Kaur,road,2780000,2780000,2724400,2024-04-15,2024-09-15,completed,Rural Engineering Services (RES),Royal Highway Builders,REG-RJ-551,"692
Wason Ganj, Tiruchirappalli, PIN - 302001",RYHB8822P,10.800242,78.657929,True,True,2024-25
K-DHA-2024-0461,KA-03,Dharwad,Karnataka,MP Udarsh Sheth,sanitation,496311,496311,496311,2024-09-24,,ongoing,District Rural Development Agency (DRDA),M/s Maa Durga Infrastructure,REG-BR-442,"923
Pai Path, Dharwad, PIN - 800001",MDUIN9988K,15.497382,75.061292,False,False,2024-25
T-HYD-2024-0462,TS-01,Hyderabad,Telangana,MP Damini Narang,solar,801085,719595,698645,2024-09-16,2024-09-03,completed,District Rural Development Agency (DRDA),Shree Ram Construction,REG-UP-001,"H.No. 31
Zachariah Chowk, Hyderabad, PIN - 225001",ABCDE1234F,17.442384,78.565541,False,False,2024-25
M-NAS-2023-0463,MH-03,Nashik,Maharashtra,MP Sudiksha Kunda,solar,1080000,1080000,1058400,2023-03-07,2023-04-06,completed,Municipal Corporation Engineering Cell,Shree Ram Construction,REG-UP-001,"57
Varkey Path, Nashik, PIN - 225001",ABCDE1234F,19.995451,73.829639,True,True,2023-24
MP-GWA-2024-0464,MP-04,Gwalior,Madhya Pradesh,MP Avi Pillay,water,672410,637130,582433,2024-09-11,,stalled,Zila Parishad Engineering Division,"Tailor, Bir and Manne Builders",REG-320,"63, Basu Circle, Gwalior, PIN - 504468",XJEDR0790Q,26.26675,78.255119,False,False,2024-25
O-CUT-2023-0465,OD-02,Cuttack,Odisha,MP Victor Chacko,sanitation,339384,304649,279644,2023-03-17,,ongoing,Water Supply & Sanitation Board,Shree Ram Construction,REG-UP-001,"382, Mangal Road, Cuttack, PIN - 225001",ABCDE1234F,20.54143,85.803696,False,False,2023-24
WB-KOL-2023-0466,WB-01,Kolkata,West Bengal,MP Isaiah Tata,solar,365033,329166,296714,2023-02-12,2023-04-02,completed,Rural Engineering Services (RES),Bir Ltd Builders,REG-562,"H.No. 738, Deshpande Circle, Kolkata, PIN - 291043",DUSFP6921C,22.53807,88.429742,True,True,2023-24
TN-COI-2023-0467,TN-02,Coimbatore,Tamil Nadu,MP Kashvi Sinha,community_hall,3294837,2938987,2722365,2023-02-19,2023-11-13,completed,Rural Engineering Services (RES),Mahajan-Saran Builders,REG-414,"H.No. 00, Hayer, Coimbatore, PIN - 733948",PUFCF1210Z,11.064302,76.969771,True,True,2023-24
K-DHA-2024-0468,KA-03,Dharwad,Karnataka,MP Yashawini Dass,community_hall,2507312,2212618,2197029,2024-04-06,2024-02-29,completed,District Rural Development Agency (DRDA),Royal Highway Builders,REG-RJ-551,"132
Walia Ganj, Dharwad, PIN - 302001",RYHB8822P,15.401833,75.003874,False,False,2024-25
MP-GWA-2024-0469,MP-04,Gwalior,Madhya Pradesh,MP Vedant Cherian,community_hall,2499293,2334394,2189033,2024-06-10,,ongoing,Zila Parishad Engineering Division,"Sule, Tara and Dutt Builders",REG-649,"93/600
Chaudry Road, Gwalior, PIN - 673772",FXYKH7744U,26.195099,78.236984,False,False,2024-25
A-SIL-2023-0470,AS-03,Silchar,Assam,MP Utkarsh Mangat,water,910504,808145,737047,2023-07-18,,ongoing,Rural Engineering Services (RES),Goda LLC Builders,REG-484,"45/30, Sampath Road, Silchar, PIN - 194148",HEDQS9384M,24.781782,92.837482,False,False,2023-24
M-AUR-2024-0471,MH-05,Aurangabad,Maharashtra,MP Warhi Rastogi,drainage,2160000,2160000,2116800,2024-03-24,,stalled,Zila Parishad Engineering Division,Apex Civil Enterprises,REG-MH-109,"H.No. 487, Halder Circle, Aurangabad, PIN - 411001",APXCE7711Z,19.848752,75.409067,False,False,2024-25
UP-VAR-2024-0472,UP-05,Varanasi,Uttar Pradesh,MP Banjeet Chandra,community_hall,3682324,3518974,3263557,2024-11-16,2025-04-25,completed,Rural Engineering Services (RES),"Wadhwa, Kibe and Bedi Builders",REG-866,"59/033
Rama Chowk, Varanasi, PIN - 832312",XRGML9453I,25.369332,83.03201,True,True,2024-25
T-HYD-2023-0473,TS-01,Hyderabad,Telangana,MP Bishakha Thaman,solar,657298,573807,558669,2023-01-12,2023-06-13,completed,District Rural Development Agency (DRDA),Bhargava-Rama Builders,REG-524,"H.No. 742
Lalla Circle, Hyderabad, PIN - 537398",CHHIO1267C,17.372132,78.542029,True,True,2023-24
M-AUR-2023-0474,MH-05,Aurangabad,Maharashtra,MP Jairaj Dubey,community_hall,1364836,1343900,1232250,2023-06-27,2023-06-10,completed,Rural Engineering Services (RES),Surya Dev Projects Ltd,REG-MP-883,"H.No. 409
Hora Ganj, Aurangabad, PIN - 462001",SDPL4433Q,19.878814,75.413787,False,False,2023-24
M-NAG-2024-0475,MH-02,Nagpur,Maharashtra,MP Omkaar Chandran,community_hall,2667731,2347076,2231005,2024-02-06,2024-09-10,completed,District Rural Development Agency (DRDA),"Shukla, Peri and Narain Builders",REG-925,"268
Dara Path, Nagpur, PIN - 277414",GPOSS4428Y,21.115586,79.09789,True,True,2024-25
UP-MEE-2023-0476,UP-09,Meerut,Uttar Pradesh,MP Prisha Mandal,road,1991860,1981631,1935404,2023-12-03,2024-06-15,completed,Water Supply & Sanitation Board,Vohra PLC Builders,REG-341,"H.No. 98, Barman Circle, Meerut, PIN - 217798",IENCN9378E,29.006571,77.700056,True,True,2023-24
O-PUR-2023-0477,OD-03,Puri,Odisha,MP Yasti Kapur,sanitation,506573,451784,432133,2023-05-02,,ongoing,Public Works Department (PWD),"Master, Sahota and Patel Builders",REG-613,"H.No. 76
Shroff Chowk, Puri, PIN - 268189",NMOUX4863P,19.867144,85.794848,False,False,2023-24
K-BEN-2024-0478,KA-01,Bengaluru Urban,Karnataka,MP Daksh Golla,water,887824,865414,782051,2024-11-17,,stalled,Water Supply & Sanitation Board,Dara-Rai Builders,REG-978,"857
Sekhon Street, Bengaluru Urban, PIN - 209994",CJOBA1447S,12.916513,77.605594,False,False,2024-25
WB-MUR-2024-0479,WB-04,Murshidabad,West Bengal,MP Orinder Palan,solar,485315,446564,403311,2024-02-17,2024-05-20,completed,Public Works Department (PWD),"Palan, Tak and Gade Builders",REG-698,"94/69, Kamdar Ganj, Murshidabad, PIN - 354068",KEIFX7095Y,24.201233,88.230028,True,True,2024-25
R-JOD-2023-0480,RJ-02,Jodhpur,Rajasthan,MP Yachana Devan,community_hall,2444701,2232528,2084000,2023-11-12,2024-07-11,completed,Rural Engineering Services (RES),Dutt-Chander Builders,REG-470,"H.No. 562
Anne Street, Jodhpur, PIN - 648169",UGIEB7574Y,26.305004,72.993304,True,True,2023-24
G-RAJ-2024-0481,GJ-04,Rajkot,Gujarat,MP Geetika Nanda,drainage,1680561,1579964,1498209,2024-08-27,,ongoing,Public Works Department (PWD),Deep-Shan Builders,REG-299,"016
Viswanathan Nagar, Rajkot, PIN - 490133",HACDG3400R,22.230321,70.870838,False,False,2024-25
TN-TIR-2023-0482,TN-04,Tiruchirappalli,Tamil Nadu,MP Bachittar Sagar,drainage,1419464,1419464,1419464,2023-03-17,2023-08-26,completed,Public Works Department (PWD),Apex Civil Enterprises,REG-MH-109,"87/630, Sahota Street, Tiruchirappalli, PIN - 411001",APXCE7711Z,10.862739,78.715578,False,False,2023-24
T-NIZ-2023-0483,TS-03,Nizamabad,Telangana,MP Nirja Pingle,road,784238,784238,784238,2023-05-26,2023-11-27,completed,Zila Parishad Engineering Division,M/s Maa Durga Infrastructure,REG-BR-442,"72, Verma Road, Nizamabad, PIN - 800001",MDUIN9988K,18.624565,78.041631,False,False,2023-24
M-SOL-2023-0484,MH-06,Solapur,Maharashtra,MP Faraj Swamy,drainage,1514733,1463749,1318097,2023-12-08,2024-05-27,completed,Rural Engineering Services (RES),Srivastava Group Builders,REG-788,"50/762
Hans Circle, Solapur, PIN - 433139",FPCNV4540O,17.595886,75.914373,True,True,2023-24
T-HYD-2024-0485,TS-01,Hyderabad,Telangana,MP Alka Sahni,road,1286561,1242803,1230129,2024-03-11,,ongoing,Water Supply & Sanitation Board,Dugar-Wali Builders,REG-902,"H.No. 63
Mander Circle, Hyderabad, PIN - 582436",BLVIT9370I,17.390458,78.462199,False,False,2024-25
R-BIK-2024-0486,RJ-05,Bikaner,Rajasthan,MP Alka Sarin,water,802704,730241,662859,2024-09-27,2025-03-06,completed,Zila Parishad Engineering Division,Sandal-Ramakrishnan Builders,REG-745,"H.No. 688, Sani Nagar, Bikaner, PIN - 748448",QMLBG1284A,28.022892,73.23898,True,True,2024-25
MP-BHO-2024-0487,MP-01,Bhopal,Madhya Pradesh,MP Geetika Jani,community_hall,2338149,2338149,2338149,2024-01-09,2024-10-05,completed,Water Supply & Sanitation Board,Royal Highway Builders,REG-RJ-551,"05/78
Mandal, Bhopal, PIN - 302001",RYHB8822P,23.308897,77.388006,False,False,2024-25
A-KAM-2023-0488,AS-01,Kamrup Metropolitan,Assam,MP Krishna Mutti,sanitation,536046,510822,460331,2023-03-11,,ongoing,Zila Parishad Engineering Division,Gola-Ravi Builders,REG-858,"47, Bhandari Zila, Kamrup Metropolitan, PIN - 365761",LSIHV1866F,26.187918,91.704673,False,False,2023-24
T-WAR-2024-0489,TS-02,Warangal,Telangana,MP Mohammed Sarin,drainage,1321561,1207391,1178366,2024-09-12,2025-02-23,completed,Water Supply & Sanitation Board,"Dayal, Dara and Lal Builders",REG-519,"14/106, Koshy Circle, Warangal, PIN - 796587",ZDZIC8090E,17.890013,79.665812,True,True,2024-25
UP-KAN-2024-0490,UP-04,Kanpur Nagar,Uttar Pradesh,MP Damyanti Dhawan,drainage,490318,490318,490318,2024-01-04,2024-06-24,completed,District Rural Development Agency (DRDA),Apex Civil Enterprises,REG-MH-109,"91/41
Bhatt Marg, Kanpur Nagar, PIN - 411001",APXCE7711Z,26.438012,80.359899,True,True,2024-25
K-MAN-2023-0491,KA-04,Mangaluru,Karnataka,MP Finn Devan,road,1649424,1463524,1329472,2023-06-24,2024-02-06,completed,Rural Engineering Services (RES),Mahajan-Saran Builders,REG-414,"51
Sekhon Circle, Mangaluru, PIN - 733948",PUFCF1210Z,12.950386,74.877267,True,True,2023-24
A-SIL-2024-0492,AS-03,Silchar,Assam,MP Ryan Talwar,community_hall,497235,497235,497235,2024-01-03,2024-08-26,completed,Zila Parishad Engineering Division,Apex Civil Enterprises,REG-MH-109,"H.No. 034
Savant Nagar, Silchar, PIN - 411001",APXCE7711Z,24.835321,92.814964,True,True,2024-25
O-CUT-2023-0493,OD-02,Cuttack,Odisha,MP Girindra Kanda,community_hall,1748677,1747344,1680172,2023-07-04,,stalled,Municipal Corporation Engineering Cell,Randhawa-Sharma Builders,REG-995,"H.No. 196, Jaggi Path, Cuttack, PIN - 499244",UUNKE1680P,20.493581,85.810613,False,False,2023-24
B-BHA-2023-0494,BR-04,Bhagalpur,Bihar,MP Bhanumati Doctor,solar,478661,426439,401158,2023-10-13,2024-02-18,completed,Rural Engineering Services (RES),Shree Ram Construction,REG-UP-001,"37/96, Jayaraman Ganj, Bhagalpur, PIN - 225001",ABCDE1234F,25.267654,86.948163,True,True,2023-24
R-JOD-2023-0495,RJ-02,Jodhpur,Rajasthan,MP Yug Goda,building,2413485,2413485,2413485,2023-10-10,2024-07-30,completed,Municipal Corporation Engineering Cell,Apex Civil Enterprises,REG-MH-109,"91/296
Bandi Chowk, Jodhpur, PIN - 411001",APXCE7711Z,26.245533,73.020396,False,False,2023-24
R-JOD-2024-0496,RJ-02,Jodhpur,Rajasthan,MP Indira Ranganathan,water,613626,570571,523214,2024-03-15,,ongoing,Municipal Corporation Engineering Cell,"Jayaraman, Dixit and Dutta Builders",REG-499,"366, Bhatia Chowk, Jodhpur, PIN - 602972",OERNJ9575A,26.22337,73.050012,False,False,2024-25
TN-CHE-2024-0497,TN-01,Chennai,Tamil Nadu,MP Robert Bose,water,1074754,918307,883857,2024-05-25,2024-09-04,completed,District Rural Development Agency (DRDA),Vohra and Sons Builders,REG-996,"H.No. 144
Brahmbhatt Circle, Chennai, PIN - 228326",TZMSL3241G,13.093083,80.257163,True,True,2024-25
TN-COI-2024-0498,TN-02,Coimbatore,Tamil Nadu,MP Upma Nath,building,4062414,3581813,3263258,2024-10-28,2025-09-14,completed,Water Supply & Sanitation Board,Sahota and Sons Builders,REG-802,"88/03, Gara Marg, Coimbatore, PIN - 495178",CMKYA3498D,11.075183,76.9985,True,True,2024-25
B-BHA-2024-0499,BR-04,Bhagalpur,Bihar,MP Ekta Sahni,water,538421,508790,490280,2024-11-04,,stalled,Rural Engineering Services (RES),"Shukla, Bakshi and Halder Builders",REG-203,"H.No. 33, Warrior Path, Bhagalpur, PIN - 612780",USBLK1483M,25.247701,86.940216,False,False,2024-25
M-THA-2024-0500,MH-04,Thane,Maharashtra,MP Unnati Doshi,drainage,753741,714869,692232,2024-01-18,2024-07-10,completed,Rural Engineering Services (RES),"Gulati, Ramachandran and Verma Builders",REG-877,"H.No. 489
Naidu Nagar, Thane, PIN - 143223",CYLGS2809U,19.231125,72.964996,True,True,2024-25
